$\mu_{h}$,$\mu_{x}$,success_rate
1.08,2.28,0.8
1.08,2.36,0.82
1.08,2.44,0.755
1.08,2.52,0.75
1.08,2.6,0.775
1.08,2.68,0.785
1.08,2.76,0.695
1.08,2.84,0.725
1.08,2.92,0.58
1.08,3.0,0.63
1.08,3.08,0.665
1.08,3.16,0.595
1.08,3.24,0.565
1.08,3.32,0.565
1.08,3.4,0.485
1.08,3.48,0.545
1.08,3.56,0.46
1.08,3.64,0.4
1.08,3.72,0.47
1.08,3.8,0.425
1.08,3.88,0.395
1.08,3.96,0.38
1.08,4.04,0.375
1.08,4.12,0.28
1.08,4.2,0.345
1.08,4.28,0.335
1.08,4.36,0.28
1.08,4.44,0.295
1.08,4.52,0.25
1.08,4.6,0.25
1.08,4.68,0.285
1.08,4.76,0.225
1.08,4.84,0.24
1.08,4.92,0.23
1.08,5.0,0.175
1.08,5.08,0.24
1.08,5.16,0.17
1.08,5.24,0.245
1.08,5.32,0.21
1.08,5.4,0.205
1.08,5.48,0.2
1.08,5.56,0.22
1.08,5.64,0.195
1.08,5.72,0.215
1.08,5.8,0.19
1.08,5.88,0.19
1.08,5.96,0.205
1.08,6.04,0.225
1.08,6.12,0.185
1.08,6.2,0.195
1.08,6.28,0.18
1.08,6.36,0.22
1.08,6.44,0.195
1.08,6.52,0.2
1.08,6.6,0.18
1.08,6.68,0.165
1.08,6.76,0.215
1.08,6.84,0.195
1.08,6.92,0.225
1.08,7.0,0.215
1.08,7.08,0.195
1.08,7.16,0.2
1.08,7.24,0.18
1.08,7.32,0.185
1.08,7.4,0.235
1.08,7.48,0.25
1.08,7.56,0.195
1.08,7.64,0.23
1.08,7.72,0.18
1.08,7.8,0.225
1.08,7.88,0.23
1.08,7.96,0.22
1.08,8.04,0.235
1.08,8.12,0.22
1.08,8.2,0.195
1.08,8.28,0.23
1.08,8.36,0.18
1.08,8.44,0.215
1.08,8.52,0.195
1.08,8.6,0.16
1.08,8.68,0.21
1.08,8.76,0.155
1.08,8.84,0.215
1.08,8.92,0.21
1.08,9.0,0.22
1.16,1.0,0.87
1.16,1.08,0.895
1.16,1.16,0.89
1.16,1.24,0.915
1.16,1.32,0.865
1.16,1.4,0.925
1.16,1.48,0.94
1.16,1.56,0.89
1.16,1.64,0.905
1.16,1.72,0.825
1.16,1.8,0.895
1.16,1.88,0.87
1.16,1.96,0.85
1.16,2.04,0.79
1.16,2.12,0.8
1.16,2.2,0.825
1.16,2.28,0.775
1.16,2.36,0.865
1.16,2.44,0.81
1.16,2.52,0.79
1.16,2.6,0.745
1.16,2.68,0.775
1.16,2.76,0.725
1.16,2.84,0.7
1.16,2.92,0.7
1.16,3.0,0.675
1.16,3.08,0.615
1.16,3.16,0.665
1.16,3.24,0.6
1.16,3.32,0.545
1.16,3.4,0.54
1.16,3.48,0.51
1.16,3.56,0.565
1.16,3.64,0.48
1.16,3.72,0.465
1.16,3.8,0.47
1.16,3.88,0.445
1.16,3.96,0.355
1.16,4.04,0.385
1.16,4.12,0.29
1.16,4.2,0.31
1.16,4.28,0.315
1.16,4.36,0.33
1.16,4.44,0.265
1.16,4.52,0.28
1.16,4.6,0.22
1.16,4.68,0.29
1.16,4.76,0.235
1.16,4.84,0.215
1.16,4.92,0.21
1.16,5.0,0.21
1.16,5.08,0.235
1.16,5.16,0.22
1.16,5.24,0.23
1.16,5.32,0.195
1.16,5.4,0.205
1.16,5.48,0.2
1.16,5.56,0.18
1.16,5.64,0.19
1.16,5.72,0.175
1.16,5.8,0.23
1.16,5.88,0.2
1.16,5.96,0.25
1.16,6.04,0.245
1.16,6.12,0.245
1.16,6.2,0.205
1.16,6.28,0.185
1.16,6.36,0.165
1.16,6.44,0.195
1.16,6.52,0.2
1.16,6.6,0.18
1.16,6.68,0.165
1.16,6.76,0.23
1.16,6.84,0.235
1.16,6.92,0.195
1.16,7.0,0.185
1.16,7.08,0.165
1.16,7.16,0.22
1.16,7.24,0.23
1.16,7.32,0.22
1.16,7.4,0.205
1.16,7.48,0.245
1.16,7.56,0.2
1.16,7.64,0.225
1.16,7.72,0.205
1.16,7.8,0.2
1.16,7.88,0.205
1.16,7.96,0.225
1.16,8.04,0.195
1.16,8.12,0.23
1.16,8.2,0.195
1.16,8.28,0.16
1.16,8.36,0.205
1.16,8.44,0.2
1.16,8.52,0.195
1.16,8.6,0.16
1.16,8.68,0.16
1.16,8.76,0.155
1.16,8.84,0.215
1.16,8.92,0.21
1.16,9.0,0.205
1.24,1.0,0.905
1.24,1.08,0.895
1.24,1.16,0.88
1.24,1.24,0.905
1.24,1.32,0.9
1.24,1.4,0.89
1.24,1.48,0.93
1.24,1.56,0.86
1.24,1.64,0.88
1.24,1.72,0.885
1.24,1.8,0.875
1.24,1.88,0.87
1.24,1.96,0.825
1.24,2.04,0.85
1.24,2.12,0.825
1.24,2.2,0.815
1.24,2.28,0.815
1.24,2.36,0.845
1.24,2.44,0.79
1.24,2.52,0.815
1.24,2.6,0.755
1.24,2.68,0.745
1.24,2.76,0.8
1.24,2.84,0.69
1.24,2.92,0.67
1.24,3.0,0.69
1.24,3.08,0.62
1.24,3.16,0.595
1.24,3.24,0.6
1.24,3.32,0.6
1.24,3.4,0.555
1.24,3.48,0.555
1.24,3.56,0.56
1.24,3.64,0.485
1.24,3.72,0.485
1.24,3.8,0.46
1.24,3.88,0.375
1.24,3.96,0.36
1.24,4.04,0.35
1.24,4.12,0.315
1.24,4.2,0.395
1.24,4.28,0.29
1.24,4.36,0.275
1.24,4.44,0.24
1.24,4.52,0.335
1.24,4.6,0.265
1.24,4.68,0.29
1.24,4.76,0.285
1.24,4.84,0.25
1.24,4.92,0.245
1.24,5.0,0.23
1.24,5.08,0.215
1.24,5.16,0.205
1.24,5.24,0.235
1.24,5.32,0.215
1.24,5.4,0.15
1.24,5.48,0.2
1.24,5.56,0.225
1.24,5.64,0.175
1.24,5.72,0.25
1.24,5.8,0.22
1.24,5.88,0.215
1.24,5.96,0.21
1.24,6.04,0.235
1.24,6.12,0.185
1.24,6.2,0.21
1.24,6.28,0.225
1.24,6.36,0.22
1.24,6.44,0.195
1.24,6.52,0.2
1.24,6.6,0.185
1.24,6.68,0.215
1.24,6.76,0.2
1.24,6.84,0.21
1.24,6.92,0.155
1.24,7.0,0.215
1.24,7.08,0.205
1.24,7.16,0.195
1.24,7.24,0.205
1.24,7.32,0.22
1.24,7.4,0.195
1.24,7.48,0.195
1.24,7.56,0.195
1.24,7.64,0.16
1.24,7.72,0.19
1.24,7.8,0.22
1.24,7.88,0.23
1.24,7.96,0.22
1.24,8.04,0.195
1.24,8.12,0.2
1.24,8.2,0.2
1.24,8.28,0.225
1.24,8.36,0.22
1.24,8.44,0.21
1.24,8.52,0.195
1.24,8.6,0.23
1.24,8.68,0.22
1.24,8.76,0.19
1.24,8.84,0.195
1.24,8.92,0.23
1.24,9.0,0.21
1.32,1.0,0.905
1.32,1.08,0.915
1.32,1.16,0.905
1.32,1.24,0.92
1.32,1.32,0.92
1.32,1.4,0.89
1.32,1.48,0.885
1.32,1.56,0.89
1.32,1.64,0.88
1.32,1.72,0.9
1.32,1.8,0.88
1.32,1.88,0.875
1.32,1.96,0.92
1.32,2.04,0.825
1.32,2.12,0.855
1.32,2.2,0.845
1.32,2.28,0.845
1.32,2.36,0.82
1.32,2.44,0.8
1.32,2.52,0.805
1.32,2.6,0.76
1.32,2.68,0.81
1.32,2.76,0.725
1.32,2.84,0.725
1.32,2.92,0.725
1.32,3.0,0.64
1.32,3.08,0.715
1.32,3.16,0.675
1.32,3.24,0.61
1.32,3.32,0.595
1.32,3.4,0.63
1.32,3.48,0.565
1.32,3.56,0.555
1.32,3.64,0.475
1.32,3.72,0.375
1.32,3.8,0.49
1.32,3.88,0.425
1.32,3.96,0.395
1.32,4.04,0.375
1.32,4.12,0.315
1.32,4.2,0.355
1.32,4.28,0.355
1.32,4.36,0.335
1.32,4.44,0.315
1.32,4.52,0.325
1.32,4.6,0.29
1.32,4.68,0.29
1.32,4.76,0.285
1.32,4.84,0.225
1.32,4.92,0.245
1.32,5.0,0.19
1.32,5.08,0.185
1.32,5.16,0.265
1.32,5.24,0.225
1.32,5.32,0.22
1.32,5.4,0.215
1.32,5.48,0.23
1.32,5.56,0.255
1.32,5.64,0.16
1.32,5.72,0.2
1.32,5.8,0.26
1.32,5.88,0.215
1.32,5.96,0.22
1.32,6.04,0.245
1.32,6.12,0.21
1.32,6.2,0.265
1.32,6.28,0.22
1.32,6.36,0.135
1.32,6.44,0.21
1.32,6.52,0.245
1.32,6.6,0.185
1.32,6.68,0.215
1.32,6.76,0.175
1.32,6.84,0.21
1.32,6.92,0.2
1.32,7.0,0.215
1.32,7.08,0.18
1.32,7.16,0.22
1.32,7.24,0.23
1.32,7.32,0.22
1.32,7.4,0.2
1.32,7.48,0.2
1.32,7.56,0.205
1.32,7.64,0.22
1.32,7.72,0.2
1.32,7.8,0.195
1.32,7.88,0.195
1.32,7.96,0.16
1.32,8.04,0.225
1.32,8.12,0.21
1.32,8.2,0.2
1.32,8.28,0.225
1.32,8.36,0.2
1.32,8.44,0.205
1.32,8.52,0.195
1.32,8.6,0.16
1.32,8.68,0.22
1.32,8.76,0.155
1.32,8.84,0.215
1.32,8.92,0.21
1.32,9.0,0.21
1.4,1.0,0.9
1.4,1.08,0.935
1.4,1.16,0.885
1.4,1.24,0.9
1.4,1.32,0.87
1.4,1.4,0.91
1.4,1.48,0.905
1.4,1.56,0.89
1.4,1.64,0.895
1.4,1.72,0.905
1.4,1.8,0.935
1.4,1.88,0.895
1.4,1.96,0.88
1.4,2.04,0.91
1.4,2.12,0.845
1.4,2.2,0.86
1.4,2.28,0.835
1.4,2.36,0.845
1.4,2.44,0.805
1.4,2.52,0.79
1.4,2.6,0.8
1.4,2.68,0.82
1.4,2.76,0.755
1.4,2.84,0.75
1.4,2.92,0.775
1.4,3.0,0.785
1.4,3.08,0.695
1.4,3.16,0.725
1.4,3.24,0.58
1.4,3.32,0.63
1.4,3.4,0.665
1.4,3.48,0.595
1.4,3.56,0.61
1.4,3.64,0.515
1.4,3.72,0.53
1.4,3.8,0.525
1.4,3.88,0.4
1.4,3.96,0.47
1.4,4.04,0.46
1.4,4.12,0.4
1.4,4.2,0.385
1.4,4.28,0.315
1.4,4.36,0.32
1.4,4.44,0.305
1.4,4.52,0.37
1.4,4.6,0.255
1.4,4.68,0.285
1.4,4.76,0.26
1.4,4.84,0.275
1.4,4.92,0.255
1.4,5.0,0.285
1.4,5.08,0.225
1.4,5.16,0.24
1.4,5.24,0.23
1.4,5.32,0.175
1.4,5.4,0.24
1.4,5.48,0.255
1.4,5.56,0.22
1.4,5.64,0.18
1.4,5.72,0.21
1.4,5.8,0.2
1.4,5.88,0.22
1.4,5.96,0.195
1.4,6.04,0.215
1.4,6.12,0.19
1.4,6.2,0.19
1.4,6.28,0.155
1.4,6.36,0.25
1.4,6.44,0.245
1.4,6.52,0.195
1.4,6.6,0.18
1.4,6.68,0.22
1.4,6.76,0.2
1.4,6.84,0.19
1.4,6.92,0.165
1.4,7.0,0.185
1.4,7.08,0.2
1.4,7.16,0.195
1.4,7.24,0.225
1.4,7.32,0.215
1.4,7.4,0.195
1.4,7.48,0.2
1.4,7.56,0.18
1.4,7.64,0.185
1.4,7.72,0.25
1.4,7.8,0.195
1.4,7.88,0.195
1.4,7.96,0.16
1.4,8.04,0.165
1.4,8.12,0.225
1.4,8.2,0.23
1.4,8.28,0.22
1.4,8.36,0.18
1.4,8.44,0.215
1.4,8.52,0.195
1.4,8.6,0.16
1.4,8.68,0.22
1.4,8.76,0.19
1.4,8.84,0.195
1.4,8.92,0.23
1.4,9.0,0.21
1.48,1.0,0.91
1.48,1.08,0.915
1.48,1.16,0.905
1.48,1.24,0.88
1.48,1.32,0.87
1.48,1.4,0.895
1.48,1.48,0.89
1.48,1.56,0.915
1.48,1.64,0.865
1.48,1.72,0.925
1.48,1.8,0.94
1.48,1.88,0.89
1.48,1.96,0.905
1.48,2.04,0.825
1.48,2.12,0.895
1.48,2.2,0.87
1.48,2.28,0.85
1.48,2.36,0.79
1.48,2.44,0.8
1.48,2.52,0.825
1.48,2.6,0.775
1.48,2.68,0.865
1.48,2.76,0.81
1.48,2.84,0.79
1.48,2.92,0.745
1.48,3.0,0.775
1.48,3.08,0.725
1.48,3.16,0.7
1.48,3.24,0.7
1.48,3.32,0.675
1.48,3.4,0.615
1.48,3.48,0.665
1.48,3.56,0.565
1.48,3.64,0.55
1.48,3.72,0.565
1.48,3.8,0.53
1.48,3.88,0.565
1.48,3.96,0.48
1.48,4.04,0.465
1.48,4.12,0.47
1.48,4.2,0.405
1.48,4.28,0.375
1.48,4.36,0.385
1.48,4.44,0.29
1.48,4.52,0.34
1.48,4.6,0.335
1.48,4.68,0.29
1.48,4.76,0.275
1.48,4.84,0.32
1.48,4.92,0.245
1.48,5.0,0.245
1.48,5.08,0.235
1.48,5.16,0.215
1.48,5.24,0.21
1.48,5.32,0.21
1.48,5.4,0.235
1.48,5.48,0.23
1.48,5.56,0.23
1.48,5.64,0.195
1.48,5.72,0.205
1.48,5.8,0.185
1.48,5.88,0.26
1.48,5.96,0.245
1.48,6.04,0.245
1.48,6.12,0.175
1.48,6.2,0.27
1.48,6.28,0.21
1.48,6.36,0.175
1.48,6.44,0.215
1.48,6.52,0.24
1.48,6.6,0.185
1.48,6.68,0.165
1.48,6.76,0.235
1.48,6.84,0.21
1.48,6.92,0.235
1.48,7.0,0.195
1.48,7.08,0.195
1.48,7.16,0.2
1.48,7.24,0.18
1.48,7.32,0.185
1.48,7.4,0.205
1.48,7.48,0.245
1.48,7.56,0.2
1.48,7.64,0.225
1.48,7.72,0.19
1.48,7.8,0.2
1.48,7.88,0.195
1.48,7.96,0.16
1.48,8.04,0.245
1.48,8.12,0.205
1.48,8.2,0.195
1.48,8.28,0.16
1.48,8.36,0.205
1.48,8.44,0.2
1.48,8.52,0.2
1.48,8.6,0.225
1.48,8.68,0.215
1.48,8.76,0.155
1.48,8.84,0.215
1.48,8.92,0.21
1.48,9.0,0.205
1.56,1.0,0.895
1.56,1.08,0.885
1.56,1.16,0.91
1.56,1.24,0.9
1.56,1.32,0.905
1.56,1.4,0.895
1.56,1.48,0.88
1.56,1.56,0.905
1.56,1.64,0.9
1.56,1.72,0.89
1.56,1.8,0.93
1.56,1.88,0.86
1.56,1.96,0.88
1.56,2.04,0.885
1.56,2.12,0.875
1.56,2.2,0.87
1.56,2.28,0.825
1.56,2.36,0.85
1.56,2.44,0.825
1.56,2.52,0.815
1.56,2.6,0.815
1.56,2.68,0.845
1.56,2.76,0.79
1.56,2.84,0.815
1.56,2.92,0.755
1.56,3.0,0.745
1.56,3.08,0.8
1.56,3.16,0.69
1.56,3.24,0.67
1.56,3.32,0.69
1.56,3.4,0.62
1.56,3.48,0.595
1.56,3.56,0.615
1.56,3.64,0.605
1.56,3.72,0.51
1.56,3.8,0.54
1.56,3.88,0.515
1.56,3.96,0.43
1.56,4.04,0.435
1.56,4.12,0.425
1.56,4.2,0.45
1.56,4.28,0.36
1.56,4.36,0.435
1.56,4.44,0.42
1.56,4.52,0.355
1.56,4.6,0.29
1.56,4.68,0.275
1.56,4.76,0.265
1.56,4.84,0.335
1.56,4.92,0.265
1.56,5.0,0.29
1.56,5.08,0.285
1.56,5.16,0.28
1.56,5.24,0.175
1.56,5.32,0.215
1.56,5.4,0.2
1.56,5.48,0.22
1.56,5.56,0.27
1.56,5.64,0.195
1.56,5.72,0.215
1.56,5.8,0.205
1.56,5.88,0.185
1.56,5.96,0.235
1.56,6.04,0.195
1.56,6.12,0.125
1.56,6.2,0.27
1.56,6.28,0.2
1.56,6.36,0.18
1.56,6.44,0.24
1.56,6.52,0.215
1.56,6.6,0.18
1.56,6.68,0.22
1.56,6.76,0.2
1.56,6.84,0.215
1.56,6.92,0.175
1.56,7.0,0.215
1.56,7.08,0.19
1.56,7.16,0.195
1.56,7.24,0.215
1.56,7.32,0.215
1.56,7.4,0.17
1.56,7.48,0.2
1.56,7.56,0.18
1.56,7.64,0.185
1.56,7.72,0.195
1.56,7.8,0.2
1.56,7.88,0.205
1.56,7.96,0.22
1.56,8.04,0.21
1.56,8.12,0.2
1.56,8.2,0.205
1.56,8.28,0.22
1.56,8.36,0.235
1.56,8.44,0.22
1.56,8.52,0.195
1.56,8.6,0.23
1.56,8.68,0.205
1.56,8.76,0.155
1.56,8.84,0.215
1.56,8.92,0.21
1.56,9.0,0.21
1.64,1.0,0.87
1.64,1.08,0.945
1.64,1.16,0.91
1.64,1.24,0.92
1.64,1.32,0.905
1.64,1.4,0.915
1.64,1.48,0.905
1.64,1.56,0.92
1.64,1.64,0.92
1.64,1.72,0.89
1.64,1.8,0.885
1.64,1.88,0.89
1.64,1.96,0.88
1.64,2.04,0.9
1.64,2.12,0.88
1.64,2.2,0.875
1.64,2.28,0.92
1.64,2.36,0.825
1.64,2.44,0.855
1.64,2.52,0.845
1.64,2.6,0.845
1.64,2.68,0.82
1.64,2.76,0.8
1.64,2.84,0.805
1.64,2.92,0.76
1.64,3.0,0.81
1.64,3.08,0.725
1.64,3.16,0.725
1.64,3.24,0.725
1.64,3.32,0.64
1.64,3.4,0.715
1.64,3.48,0.675
1.64,3.56,0.625
1.64,3.64,0.595
1.64,3.72,0.595
1.64,3.8,0.58
1.64,3.88,0.57
1.64,3.96,0.51
1.64,4.04,0.55
1.64,4.12,0.485
1.64,4.2,0.405
1.64,4.28,0.435
1.64,4.36,0.36
1.64,4.44,0.375
1.64,4.52,0.355
1.64,4.6,0.355
1.64,4.68,0.335
1.64,4.76,0.315
1.64,4.84,0.29
1.64,4.92,0.275
1.64,5.0,0.25
1.64,5.08,0.235
1.64,5.16,0.225
1.64,5.24,0.245
1.64,5.32,0.19
1.64,5.4,0.185
1.64,5.48,0.175
1.64,5.56,0.22
1.64,5.64,0.225
1.64,5.72,0.21
1.64,5.8,0.165
1.64,5.88,0.22
1.64,5.96,0.245
1.64,6.04,0.22
1.64,6.12,0.205
1.64,6.2,0.235
1.64,6.28,0.215
1.64,6.36,0.185
1.64,6.44,0.22
1.64,6.52,0.22
1.64,6.6,0.22
1.64,6.68,0.135
1.64,6.76,0.145
1.64,6.84,0.195
1.64,6.92,0.185
1.64,7.0,0.22
1.64,7.08,0.185
1.64,7.16,0.22
1.64,7.24,0.17
1.64,7.32,0.215
1.64,7.4,0.19
1.64,7.48,0.2
1.64,7.56,0.18
1.64,7.64,0.185
1.64,7.72,0.2
1.64,7.8,0.2
1.64,7.88,0.205
1.64,7.96,0.22
1.64,8.04,0.235
1.64,8.12,0.25
1.64,8.2,0.195
1.64,8.28,0.23
1.64,8.36,0.21
1.64,8.44,0.23
1.64,8.52,0.23
1.64,8.6,0.225
1.64,8.68,0.205
1.64,8.76,0.155
1.64,8.84,0.215
1.64,8.92,0.21
1.64,9.0,0.205
1.72,1.0,0.92
1.72,1.08,0.92
1.72,1.16,0.92
1.72,1.24,0.905
1.72,1.32,0.9
1.72,1.4,0.935
1.72,1.48,0.885
1.72,1.56,0.9
1.72,1.64,0.87
1.72,1.72,0.91
1.72,1.8,0.905
1.72,1.88,0.89
1.72,1.96,0.895
1.72,2.04,0.905
1.72,2.12,0.935
1.72,2.2,0.895
1.72,2.28,0.88
1.72,2.36,0.91
1.72,2.44,0.845
1.72,2.52,0.86
1.72,2.6,0.835
1.72,2.68,0.845
1.72,2.76,0.805
1.72,2.84,0.79
1.72,2.92,0.8
1.72,3.0,0.82
1.72,3.08,0.755
1.72,3.16,0.75
1.72,3.24,0.775
1.72,3.32,0.785
1.72,3.4,0.695
1.72,3.48,0.725
1.72,3.56,0.65
1.72,3.64,0.61
1.72,3.72,0.57
1.72,3.8,0.61
1.72,3.88,0.6
1.72,3.96,0.51
1.72,4.04,0.53
1.72,4.12,0.53
1.72,4.2,0.445
1.72,4.28,0.4
1.72,4.36,0.47
1.72,4.44,0.425
1.72,4.52,0.355
1.72,4.6,0.37
1.72,4.68,0.34
1.72,4.76,0.34
1.72,4.84,0.295
1.72,4.92,0.31
1.72,5.0,0.225
1.72,5.08,0.255
1.72,5.16,0.25
1.72,5.24,0.25
1.72,5.32,0.285
1.72,5.4,0.225
1.72,5.48,0.25
1.72,5.56,0.205
1.72,5.64,0.3
1.72,5.72,0.22
1.72,5.8,0.255
1.72,5.88,0.22
1.72,5.96,0.18
1.72,6.04,0.21
1.72,6.12,0.22
1.72,6.2,0.18
1.72,6.28,0.175
1.72,6.36,0.265
1.72,6.44,0.245
1.72,6.52,0.175
1.72,6.6,0.225
1.72,6.68,0.18
1.72,6.76,0.135
1.72,6.84,0.195
1.72,6.92,0.18
1.72,7.0,0.22
1.72,7.08,0.195
1.72,7.16,0.195
1.72,7.24,0.165
1.72,7.32,0.185
1.72,7.4,0.205
1.72,7.48,0.195
1.72,7.56,0.225
1.72,7.64,0.215
1.72,7.72,0.215
1.72,7.8,0.2
1.72,7.88,0.205
1.72,7.96,0.22
1.72,8.04,0.185
1.72,8.12,0.25
1.72,8.2,0.195
1.72,8.28,0.23
1.72,8.36,0.25
1.72,8.44,0.2
1.72,8.52,0.195
1.72,8.6,0.16
1.72,8.68,0.215
1.72,8.76,0.155
1.72,8.84,0.215
1.72,8.92,0.21
1.72,9.0,0.235
1.8,1.0,0.885
1.8,1.08,0.89
1.8,1.16,0.92
1.8,1.24,0.885
1.8,1.32,0.91
1.8,1.4,0.915
1.8,1.48,0.905
1.8,1.56,0.88
1.8,1.64,0.87
1.8,1.72,0.895
1.8,1.8,0.89
1.8,1.88,0.915
1.8,1.96,0.865
1.8,2.04,0.925
1.8,2.12,0.94
1.8,2.2,0.89
1.8,2.28,0.905
1.8,2.36,0.825
1.8,2.44,0.895
1.8,2.52,0.87
1.8,2.6,0.85
1.8,2.68,0.79
1.8,2.76,0.8
1.8,2.84,0.825
1.8,2.92,0.775
1.8,3.0,0.865
1.8,3.08,0.81
1.8,3.16,0.79
1.8,3.24,0.745
1.8,3.32,0.775
1.8,3.4,0.725
1.8,3.48,0.7
1.8,3.56,0.64
1.8,3.64,0.615
1.8,3.72,0.65
1.8,3.8,0.62
1.8,3.88,0.605
1.8,3.96,0.6
1.8,4.04,0.51
1.8,4.12,0.46
1.8,4.2,0.45
1.8,4.28,0.38
1.8,4.36,0.37
1.8,4.44,0.405
1.8,4.52,0.405
1.8,4.6,0.34
1.8,4.68,0.35
1.8,4.76,0.27
1.8,4.84,0.355
1.8,4.92,0.305
1.8,5.0,0.325
1.8,5.08,0.27
1.8,5.16,0.28
1.8,5.24,0.22
1.8,5.32,0.29
1.8,5.4,0.235
1.8,5.48,0.25
1.8,5.56,0.27
1.8,5.64,0.25
1.8,5.72,0.255
1.8,5.8,0.205
1.8,5.88,0.205
1.8,5.96,0.215
1.8,6.04,0.155
1.8,6.12,0.245
1.8,6.2,0.215
1.8,6.28,0.23
1.8,6.36,0.2
1.8,6.44,0.24
1.8,6.52,0.25
1.8,6.6,0.225
1.8,6.68,0.18
1.8,6.76,0.245
1.8,6.84,0.2
1.8,6.92,0.19
1.8,7.0,0.165
1.8,7.08,0.205
1.8,7.16,0.26
1.8,7.24,0.2
1.8,7.32,0.215
1.8,7.4,0.195
1.8,7.48,0.19
1.8,7.56,0.18
1.8,7.64,0.185
1.8,7.72,0.195
1.8,7.8,0.2
1.8,7.88,0.205
1.8,7.96,0.22
1.8,8.04,0.195
1.8,8.12,0.195
1.8,8.2,0.195
1.8,8.28,0.16
1.8,8.36,0.2
1.8,8.44,0.2
1.8,8.52,0.195
1.8,8.6,0.16
1.8,8.68,0.23
1.8,8.76,0.115
1.8,8.84,0.215
1.8,8.92,0.21
1.8,9.0,0.205
1.88,1.0,0.91
1.88,1.08,0.895
1.88,1.16,0.9
1.88,1.24,0.94
1.88,1.32,0.895
1.88,1.4,0.885
1.88,1.48,0.91
1.88,1.56,0.9
1.88,1.64,0.905
1.88,1.72,0.895
1.88,1.8,0.88
1.88,1.88,0.905
1.88,1.96,0.9
1.88,2.04,0.89
1.88,2.12,0.93
1.88,2.2,0.86
1.88,2.28,0.88
1.88,2.36,0.885
1.88,2.44,0.875
1.88,2.52,0.87
1.88,2.6,0.825
1.88,2.68,0.85
1.88,2.76,0.825
1.88,2.84,0.815
1.88,2.92,0.815
1.88,3.0,0.845
1.88,3.08,0.79
1.88,3.16,0.815
1.88,3.24,0.755
1.88,3.32,0.745
1.88,3.4,0.8
1.88,3.48,0.69
1.88,3.56,0.705
1.88,3.64,0.67
1.88,3.72,0.64
1.88,3.8,0.65
1.88,3.88,0.625
1.88,3.96,0.605
1.88,4.04,0.585
1.88,4.12,0.535
1.88,4.2,0.515
1.88,4.28,0.475
1.88,4.36,0.485
1.88,4.44,0.385
1.88,4.52,0.375
1.88,4.6,0.36
1.88,4.68,0.35
1.88,4.76,0.315
1.88,4.84,0.335
1.88,4.92,0.29
1.88,5.0,0.275
